Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500260,,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity
500261,,MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,P ,10.00,NA          ,Refineries/ Petro-Products,Equity
500262,,MAFATLAFIN,MAFATLAL FINANCE CO.LTD.,Suspended,B ,10.00,INE965B01014,Finance (including NBFCs),Equity
500264,,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X ,10.00,INE270B01027,Textiles,Equity
500265,,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Construction & Engineering,Equity
500266,,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Investment Companies,Equity
500267,,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10.00,INE201B01022,2/3 Wheelers,Equity
500268,,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.00,INE201A01024,Petrochemicals,Equity
500269,,MARDIACH,MARDIA CHEMICALS LTD.,Delisted,B ,10.00,INE273B01013, ,Equity
500270,,BARODARY,BARODA RAYON CORPORATION LTD.,Suspended,X ,10.00,INE461A01016,Textiles,Equity
500271,,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity
500272,,MAXWORC-B,MAXWORTH ORCHARDS (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity
500273,,MCDWLDM,MCDWLDM,Delisted,B ,10.00,INE887A01012, ,Equity
500274,,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Active,P ,10.00,INE839X01015,Pharmaceuticals,Equity
500275,,MTZIND,MTZ INDUSTRIES LTD.,Delisted,X ,10.00,INE865A01018,Other Non-Ferrous Metals,Equity
500276,,MICROPL-B,MICRO PLANTAE LTD.,Delisted,P ,10.00,NA          ,Other Agricultural Products,Equity
500277,,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Textiles,Equity
500278,,MIDESTI-B,MIDEAST (INDIA) LTD.,Suspended,P ,10.00,INE844X01015,Comm.Trading  & Distribution,Equity
500279,,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.00,INE831A01028,Consumer Electronics,Equity
500280,,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Textiles,Equity
500282,,MDRNTHR-B,MODERN THREADS (INDIA) LTD.,Suspended,T ,10.00,INE794W01014,Textiles,Equity
500283,,MDTERYT-B,MODERN TERRY TOWELS LTD.,Delisted,P ,10.00,NA          ,Textiles,Equity
500284,,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,X ,10.00,INE846D01012,Commodity Chemicals,Equity
500285,,SPICEJET,SPICEJET LTD.,Active,A ,10.00,INE285B01017,Airlines,Equity
500286,,MONTA,MONTARI INDUSTRIES LTD.,Delisted,Z ,10.00,INE407C01015,Agrochemicals,Equity
500288,,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.00,INE083A01026,Pharmaceuticals,Equity
500289,,MSGF,MORGAN STANLEY GROWTH FUND,Delisted,B ,10.00,INF063A01019, ,Equity
500290,,MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Auto Tyres & Rubber Products,Equity
500292,,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Cement & Cement Products,Equity
500293,,MYSRKIR-B,MYSORE KIRLOSKAR LTD.,Delisted,Z ,10.00,NA          , ,Equity
500294,,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Construction & Engineering,Equity
500295,,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Aluminium,Equity
500296,,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.00,INE290A01027,Textiles,Equity
500297,,NATAL,NATAL,Delisted,Z ,10.00,INE139A01018, ,Equity
500298,,NATPEROX,NATIONAL PEROXIDE LTD.,Active,A ,10.00,INE585A01020,Commodity Chemicals,Equity
500300,,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Cement & Cement Products,Equity
500301,,NEPCMICON,NEPC INDIA LTD.,Delisted,Z ,10.00,INE588A01016,Heavy Electrical Equipment,Equity
500302,,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Other Financial Services,Equity
500303,,ABIRLANUVO,ADITYA BIRLA NUVO LTD.,Delisted,B ,10.00,INE069A01017,Diversified,Equity
500304,,NIITLTD,NIIT LTD.,Active,A ,2.00,INE161A01038,IT Training Services,Equity
500305,,JSWISPAT,JSW ISPAT STEEL LTD.,Delisted,B ,10.00,INE136A01022,Iron & Steel/Interm.Products,Equity
500306,,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,XT,1.00,INE903A01025,Finance (including NBFCs),Equity
500307,,NIRLON,NIRLON LTD.,Active,A ,10.00,INE910A01012,Misc.Commercial Services,Equity
500308,,NIRMA,NIRMA LTD.,Delisted,B ,5.00,INE091A01029, ,Equity
500309,,NOVAEL-,NOVA ELECTRO MAGNETICS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500310,,NOVOPANIND,NOVOPAN INDUSTRIES LTD.,Delisted,B ,10.00,INE460B01016,Forest Products,Equity
500311,,NUCHEM,NUCHEM LTD.,Delisted,T ,10.00,INE946A01016,Forest Products,Equity
500312,,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.00,INE213A01029,Exploration & Production,Equity
500313,,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10.00,INE591A01010,Oil Equipment & Services,Equity
500314,,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.00,INE750A01020,Hotels,Equity
500315,,ORIENTBANK,ORIENTAL BANK OF COMMERCE,Delisted,B ,10.00,INE141A01014,Banks,Equity
500317,,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.00,INE142A01012,Investment Companies,Equity
500318,,OSSWM,OSWAL SPINNING & WEAVING MILLS LTD.,Delisted,Z ,1.00,INE716C01027,Textiles,Equity
500319,,INDSUCR,INDIAN SUCROSE LTD.,Active,X ,10.00,INE557C01017,Sugar,Equity
500321,,PADMINIT,PADMINI TECHNOLOGIES LTD.,Delisted,XD,10.00,INE114B01019,Comm.Trading  & Distribution,Equity
500322,,PANCM,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,Suspended,Z ,10.00,INE167E01029,Cement & Cement Products,Equity
500323,,PAREKHPLAT,PAREKH PLATINUM LTD.,Delisted,T ,10.00,INE598A01015,Other Apparels & Accessories,Equity
500325,,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Integrated Oil & Gas,Equity
500326,,PATHEJA-B,PATHEJA FORGINGS & AUTO PARTS MANUFACTURERS LTD.,Delisted,P ,10.00, ,Other Industrial Products,Equity
500327,,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.00,INE600A01035,Plastic Products,Equity
500328,,PENTFOR-B,PENTAFOUR PRODUCTS LTD.,Delisted,P ,10.00, ,Consumer Electronics,Equity
500329,,PENTAGRAPH,PENTAMEDIA GRAPHICS LTD.,Suspended,Z ,1.00,INE202A01022,Movies & Entertainment,Equity
500330,,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity
500331,,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Specialty Chemicals,Equity
500332,,PITICEM-B,PITTIE CEMENTS & INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity
500333,,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,X ,10.00,INE751B01018,Auto Tyres & Rubber Products,Equity
500334,,PRMRVNY-B,PREMIER VINYL FLOORING LTD.,Delisted,P ,10.00,NA          ,Plastic Products,Equity
500335,,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.00,INE340A01012,Cement & Cement Products,Equity
500336,,SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10.00,INE335A01012,Diversified,Equity
500337,,PRIMESECU,PRIME SECURITIES LTD.,Active,T ,5.00,INE032B01021,Other Financial Services,Equity
500338,,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.00,INE010A01011,Cement & Cement Products,Equity
500339,,RAIN,Rain Industries Ltd,Active,A ,2.00,INE855B01025,Petrochemicals,Equity
500340,,ITBHPDM,ITC BHADRACHALAM PAPERBOARDS LTD.,Delisted,B ,10.00,INE076A01012, ,Equity
500341,,PRUDCAP-BDM,PRUDENTIAL CAPITAL MARKETS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500342,,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LTD.,Suspended,XT,10.00,INE024D01016,Sugar,Equity
500343,,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.00,INE606A01024,Realty,Equity
500344,,PUNJABTRAC,PUNJAB TRACTORS LTD.,Delisted,B ,10.00,INE170A01013, ,Equity
500345,,PPOWER-,PPOWER-,Delisted,Z ,10.00,NA          , ,Equity
500346,,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B ,10.00,INE609A01010,Telecom Equipment,Equity
500347,,PUNWRDM,PUNJAB WIRELESS SYSTEMS LTD.,Delisted,B ,10.00,INE181A01010, ,Equity
500348,,QLTYSTL,QUALITY STEEL & FORGINGS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500349,,RASIC,RASIC,Delisted,Z ,10.00,INE231A01013, ,Equity
500350,,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity
500351,,RAJPOTU,RAJASTHAN POLYVIN TUBES LTD.,Delisted,Z ,10.00,NA          , ,Equity
500352,,RAJTOOL,RAJASTHAN TOOLS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500353,,RAJNSTL-B,RAJINDER STEELS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500354,,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,T ,10.00,INE562B01019,Sugar,Equity
500355,,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Agrochemicals,Equity
500356,,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Paper & Paper Products,Equity
500357,,RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,XT,10.00,INE425E01013,Paper & Paper Products,Equity
500358,,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,XT,10.00,INE783A01013,Finance (including NBFCs),Equity
500359,,RANBAXY,RANBAXY LABORATORIES LTD.,Delisted,B ,5.00,INE015A01028,Pharmaceuticals,Equity
500360,,RAPICUT,RAPICUT CARBIDES LTD.,Active,X ,10.00,INE350D01015,Industrial Machinery,Equity
500361,,RASPRO,RAS PROPACK LAMIPACK LTD.,Delisted,T ,10.00,INE279B01028,Containers & Packaging,Equity
500362,,RECRON,RECRON SYNTHETICS LTD.,Delisted,B ,10.00,INE616A01023, ,Equity
500363,,REVAP,REAL VALUE APPLIANCES LTD.,Delisted,Z ,10.00,INE980C01011, ,Equity
500364,,REPETDM,RELIANCE PETROLEUM LTD.,Delisted,B ,10.00,INE014A01013, ,Equity
500365,,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,X ,6.00,INE731F01037,Iron & Steel/Interm.Products,Equity
500366,,ROLTA,ROLTA INDIA LTD.,Active,B ,10.00,INE293A01013,Internet Software & Services,Equity
500367,,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X ,5.00,INE642C01025,Auto Tyres & Rubber Products,Equity
500368,,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.00,INE619A01035,Edible Oils,Equity
500369,,RPGTRANS,RPG TRANSMISSION LTD.,Delisted,B ,10.00,INE621A01015, ,Equity
500370,,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,XT,10.00,INE924A01013,Comm.Trading  & Distribution,Equity
500371,,SAMTELIN,SAMTEL INDIA LTD.-$,Suspended,Z ,10.00,INE538C01017,Consumer Electronics,Equity
500372,,SAMTEL,SAMTEL COLOR LTD.,Delisted,Z ,10.00,INE381A01016,Consumer Electronics,Equity
500373,,CLARIANT,CLARIANT (INDIA) LTD.,Delisted,B ,10.00,INE221A01014, ,Equity
500374,,SANAS,SANDVIK ASIA LTD.,Delisted,B ,100.00,INE624A01019, ,Equity
500375,,SANGHIPOLY,SANGHI POLYESTERS LTD.,Delisted,Z ,10.00,INE146A01013,Textiles,Equity
500376,,SATYAM,SATYAM COMPUTER SERVICES LTD.,Delisted,A ,2.00,INE275A01028,IT Consulting & Software,Equity
500377,,SHREEJIPHOS,SHREEJI PHOSPHATE LTD.,Delisted,Z ,10.00,INE157C01016,Cement & Cement Products,Equity
500378,,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.00,INE324A01024,Construction & Engineering,Equity
500379,,SBIHOMEFIN,SBI HOME FINANCE LTD.,Suspended,T ,10.00,INE627A01012,Housing Finance ,Equity
500380,,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement & Cement Products,Equity
500382,,SBIMGNE-B,SBIMGNE-B,Delisted,Z ,10.00, , ,Equity
500384,,BRABOURNE,BRABOURNE ENTERPRISES LTD.,Delisted,T ,10.00,INE629A01018,Pharmaceuticals,Equity
500386,,SHAMKNSPIN,SHAMKEN SPINNERS LTD.,Delisted,XT,10.00,INE626B01012,Textiles,Equity
500387,,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement & Cement Products,Equity
500388,,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Paper & Paper Products,Equity
500389,,SILVERLINE,SILVERLINE TECHNOLOGIES LTD.,Suspended,XT,10.00,INE368A01021,IT Software Products,Equity
500390,,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.00,INE036A01016,Electric Utilities,Equity
500391,,SMDYECH,SM DYECHEM LTD.,Delisted,X ,10.00,INE620A01025,Commodity Chemicals,Equity
500393,,SOLPHR--Z,SOL PHARMACEUTICAL LTD.,Delisted,Z ,10.00, , ,Equity
500394,,SOLCT,SOLID CARBIDE TOOLS LTD.,Suspended,Z ,1.00,INE161C01026,Other Industrial Goods,Equity
500395,,SOUTHNHE,SOUTHERN HERBALS LTD.,Delisted,B ,10.00,INE001C01016, ,Equity
500396,,TASSLDM,TATA SSL LTD.,Delisted,B ,100.00,INE675A01011, ,Equity
500397,,HENKELSPIC,HENKEL SPIC INDIA LTD.,Delisted,B ,10.00,INE902A01019, ,Equity
500398,,GECAP,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LTD.,Delisted,B ,10.00,INE698D01017, ,Equity
500399,,STEELCO,STEELCO GUJARAT LTD.,Suspended,Z ,10.00,INE629B01024,Iron & Steel/Interm.Products,Equity
500400,,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity
500402,,SPMLINFRA,SPML Infra Limited,Active,B ,2.00,INE937A01023,Construction & Engineering,Equity
500403,,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts & Equipment,Equity
500404,,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.00,INE947A01014,Iron & Steel/Interm.Products,Equity
500405,,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A ,10.00,INE663A01017,Petrochemicals,Equity
500406,,SURYAGRO,SURYA AGROILS LTD.,Delisted,B ,10.00,INE780B01017,Edible Oils,Equity
500407,,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.00,INE277A01016,Auto Parts & Equipment,Equity
500408,,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity
500409,,TAHYDDM,TATA HYDRO ELECTRIC POWER SUPPLY CO.LTD.,Delisted,B ,10.00,INE246A01011, ,Equity
500410,,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity
500411,,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity
500412,,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.00,INE338A01024,Commodity Chemicals,Equity
500413,,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.00,INE332A01027,Travel Support Services,Equity
500414,,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X ,1.00,INE064A01026,Other Apparels & Accessories,Equity
500415,,TISCSPN-B,TISCSPN-B,Delisted,Z ,300.00,NA          , ,Equity
500416,,TITAGRST,TITAGARH STEELS LTD.,Delisted,T ,10.00,INE824A01023,Other Industrial Products,Equity
500417,,TITANAL,TITAN ALLOYS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500418,,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity
500419,,TOLANDM,TOLANI BULK CARRIERS LTD.,Delisted,B ,10.00,INE051C01011, ,Equity
500420,,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity
500421,,TPINDIA,TPI INDIA LTD.,Suspended,Z ,1.00,INE578C01021,Containers & Packaging,Equity
500422,,TRANSCHEM,TRANSCHEM LTD.-$,Active,X ,10.00,INE019B01010,Pharmaceuticals,Equity
500423,,TVSEL,TVS ELECTRONICS LTD.,Delisted,B ,10.00,INE380A01018, ,Equity
500424,,TVSSZDM,TVSSZDM,Delisted,B ,10.00,INE106A01017, ,Equity
500425,,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity
500426,,UTLINDS,UTL Industries Limited,Active,XT,1.00,INE184E01024,Realty,Equity
500427,,UNIFLEX,UNIFLEX CABLES LTD.-$,Delisted,B ,10.00,INE146B01011,Other Elect.Equip./ Prod.,Equity
500428,,UNIPLAS,UNIPLAS INDIA LTD.,Delisted,Z ,10.00,NA          , ,Equity
500429,,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  & Distribution,Equity
500430,,UNITEDWESTB,UNITED WESTERN BANK LTD.,Delisted,B ,10.00,INE165A01013, ,Equity
500431,,USHAINDIA,USHA (INDIA) LTD.,Delisted,Z ,10.00,INE068A01019,Comm.Trading  & Distribution,Equity
500432,,USHAISPAT,USHA ISPAT LTD.,Delisted,XD,10.00,INE150A01015,Iron & Steel/Interm.Products,Equity
500433,,UTIGN,UTIGN,Delisted,Z ,10.00,INF189A01079, ,Equity
500434,,MSTGN,MSTGN,Delisted,Z ,10.00,INF189A01053, ,Equity
500435,,UMISPST,UMI SPECIAL STEEL LTD.,Delisted,Z ,10.00,NA          , ,Equity
500436,,UTI2000-B,UGS- 2000-OPEN ENDED,Delisted,Z ,10.00,NA          , ,Equity
500437,,UTI5000-B,UGS-5000-OPEN ENDED,Delisted,Z ,10.00,NA          , ,Equity
500438,,VAJRABE,VAJRA BEARINGS LTD.,Delisted,X ,10.00,INE978B01017,Industrial Machinery,Equity
500439,,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity
500440,,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500442,,VIRALFL-BDM,VIRAL FILAMENTS LTD.,Delisted,Z ,10.00,NA          , ,Equity
500443,,WARTSILA,WARTSILA INDIA LTD.,Delisted,B ,10.00,INE057A01012, ,Equity
500444,,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.00,INE976A01021,Paper & Paper Products,Equity
500445,,INDAL,INDIAN ALUMINIUM CO.LTD.,Delisted,B ,10.00,INE249A01015, ,Equity
500446,,CAROL,CAROL INFO SERVICES LTD.,Delisted,B ,10.00,INE198A01014,Misc.Commercial Services,Equity
500447,,YOGIPHA,YOGI PHARMACY LTD.,Delisted,Z ,10.00,NA          , ,Equity
500448,,HINDC,HINDUSTAN DEVELOPMENT CORPORATION LTD.,Delisted,Z ,10.00,INE550A01016,Diversified,Equity
500449,,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,T ,10.00,INE048A01011,Commodity Chemicals,Equity
500450,,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10.00,INE844C01027,Other Financial Services,Equity
500451,,MDRNSUT-B,MODERN DENIM LTD.,Suspended,XT,10.00,INE01N301019,Textiles,Equity
500452,,NEPCAGRO,NEPC AGRO FOODS LTD.,Delisted,XD,10.00,INE587A01018,Tea & Coffee,Equity
500455,,PAAMPHR-B,PAAM PHARMACEUTICALS (DELHI) LTD.,Delisted,Z ,10.00,NA          , ,Equity
500456,,PASUPTAC,PASUPATI ACRYLON LTD.,Active,X ,10.00,INE818B01023,Fibres & Plastics,Equity
500457,,PNTASOL-B,PENTAFOUR SOLEC TECHNOLOGY LTD.,Delisted,P ,10.00,NA          ,Electric Utilities,Equity
500458,,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Other Food Products,Equity
500459,,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity
500460,,MUKANDLTD,MUKAND LTD.,Active,B ,10.00,INE304A01026,Iron & Steel/Interm.Products,Equity
500462,,SIV,SIV INDUSTRIES LTD.,Delisted,B ,10.00,INE639A01017, ,Equity
500463,,AGCNET,AGC Networks Limited,Active,B ,10.00,INE676A01019,IT Consulting & Software,Equity
500464,,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Auto Parts & Equipment,Equity
500465,,VARUNSHIP,VARUN SHIPPING CO.LTD.,Suspended,Z ,10.00,INE702A01013,Shipping,Equity
500466,,STERHFN,STERLING HOLIDAY FINANCIAL SERVICES LTD.,Delisted,P ,10.00,NA          ,Finance (including NBFCs),Equity
500467,,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Auto Tyres & Rubber Products,Equity
500468,,WESTPAQ-B,WESTERN PAQUES (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity
500469,,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron & Steel/Interm.Products,Equity
500472,,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,,CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500488,,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity
500490,,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity
500493,,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
500495,,ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Commercial Vehicles,Equity
500500,,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,T ,5.00,INE253A01025,Cars & Utility Vehicles,Equity
500510,,LT,LARSEN & TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction & Engineering,Equity
500520,,M&M,MAHINDRA & MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars & Utility Vehicles,Equity
500530,,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts & Equipment,Equity
500540,,PREMIER,PREMIER LTD.,Active,T ,10.00,INE342A01018,Industrial Machinery,Equity
500547,,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity
500550,,SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity
500560,,PEICO,PHILIPS INDIA LTD.,Delisted,B ,10.00,INE319A01016, ,Equity
500570,,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity
500575,,VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Consumer Electronics,Equity
500620,,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Shipping,Equity
500627,,ESSARSTEEL,ESSAR STEEL LTD.,Delisted,B ,10.00,INE127A01021, ,Equity
500630,,ESSARPORTS,ESSAR PORTS LTD.,Delisted,B ,10.00,INE282A01024,Marine Port & Services,Equity
500645,,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A ,10.00,INE501A01019,Commodity Chemicals,Equity
500647,,SMIPHDM,SMITHKLINE BEECHAM PHARMACEUTICALS LTD.,Delisted,B ,10.00,INE266A01019, ,Equity
500650,,EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,A ,5.00,INE369A01029,Specialty Chemicals,Equity
500655,,GARWARPOLY,GARWARE POLYESTER LTD.,Active,X ,10.00,INE291A01017,Commodity Chemicals,Equity
500660,,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity
500670,,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A ,10.00,INE113A01013,Fertilizers,Equity
500672,,NOVARTIND,NOVARTIS INDIA LTD.,Active,A ,5.00,INE234A01025,Pharmaceuticals,Equity
500674,,SANOFI,Sanofi India Ltd,Active,A ,10.00,INE058A01010,Pharmaceuticals,Equity
500676,,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Suspended,B ,10.00,INE264A01014,Packaged Foods,Equity
500677,,PARKD,PARKE DAVIS (INDIA) LTD.,Delisted,B ,10.00,INE254A01015, ,Equity
500680,,PFIZER,PFIZER LTD.,Active,A ,10.00,INE182A01018,Pharmaceuticals,Equity
500690,,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A ,2.00,INE026A01025,Fertilizers,Equity
500696,,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity
500710,,AKZOINDIA,Akzo Nobel India Limited,Active,A ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity
500720,,FUTURAPOLY,FUTURA POLYESTERS LTD.,Suspended,XT,10.00,INE564A01017,Textiles,Equity
500723,,IGLCRDM,INDO GULF CORPORATION LTD.,Delisted,B ,10.00,INE022A01016, ,Equity
500730,,NOCIL,NOCIL LTD.,Active,A ,10.00,INE163A01018,Specialty Chemicals,Equity
500750,,RCKBEDM,RECKITT BENCKISER (INDIA) LTD.,Delisted,B ,10.00,INE274A01013, ,Equity
500758,,SPIC,SOUTHERN PETROCHEMICALS LTD.,Delisted,T ,10.00,INE147A01011, ,Equity
500770,,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
500777,,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10.00,INE148A01019,Commodity Chemicals,Equity
500780,,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,T ,10.00,INE217A01012,Fertilizers,Equity
500790,,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity
500793,,CADBRDM,CADBURY INDIA LTD.,Delisted,B ,10.00,INE184A01014, ,Equity
